ID,Policy Start Date,Policy End Date,Gender,Age,First Transaction Date,No_Pol,Car_Category,Subject_Car_Colour,Subject_Car_Make,LGA_Name,State,ProductName,target,
ID_SZJG8XU,5/22/2010,5/21/2011,Male,40,5/22/2010,3,Saloon,Blue,TOYOTA,Ikeja,Lagos,Car Classic,1,
ID_SZUXTC8,12/24/2010,12/23/2011,Female,47,12/24/2010,1,JEEP,Black,TOYOTA,RIVERS,Rivers,Car Classic,0,
ID_SZV8CKG,10/20/2010,10/19/2011,Joint Gender,48,10/20/2010,1,Saloon,Green,Kia,Ikorodu,Lagos,Car Plus,0,
ID_T18ZV8T,7/24/2010,7/23/2011,Male,42,7/24/2010,3,JEEP,Green,Mercedes,Lagos Mainland,Lagos,Car Classic,1,
ID_T19E3BN,7/17/2010,5/30/2011,Female,46,7/17/2010,1,JEEP,Black,TOYOTA,Eti-Osa,Eti-Osa,Car Classic,0,
ID_T1D350E,2/14/2010,2/13/2011,Female,34,2/14/2010,1,JEEP,Grey,BMW,Abuja,Abuja,Car Classic,0,
ID_T24YM8W,11/7/2010,11/6/2011,Female,42,11/7/2010,1,JEEP,Black,TOYOTA,Lekki,Lagos,Car Classic,0,
ID_T29JJBB,11/17/2010,4/26/2011,Male,41,11/17/2010,1,JEEP,Blue,Honda,Eti-Osa,Eti-Osa,Car Classic,0,
ID_T2COHKP,10/16/2010,10/15/2011,Male,52,10/16/2010,1,JEEP,Black,TOYOTA,Central,Benue,Car Classic,0,
ID_T2T5OR0,12/27/2010,12/26/2011,Male,54,12/27/2010,1,JEEP,Green,Ford,Lagos Island,Lagos,Car Classic,0,
ID_T3DVQZH,5/25/2010,5/24/2011,Female,30,5/25/2010,1,JEEP,Black,Land Rover,Ibeju/Lekki,Ibeju-Lekki,Car Classic,1,
ID_T3HRTWC,3/28/2010,3/16/2011,Male,29,3/28/2010,2,Motorcycle,Black,.,Lagos Mainland,Lagos,Motor Cycle,0,
ID_T4737UA,5/21/2010,5/26/2011,Male,40,5/21/2010,1,Saloon,White,Mercedes,Lagos Island,Lagos,Car Classic,0,
ID_T4HP74P,12/1/2010,3/1/2011,Male,44,12/1/2010,3,JEEP,Silver,Land Rover,Ilasamaja,Lagos,Car Classic,0,
ID_T4KOQN0,2/9/2010,1/21/2011,Male,63,2/9/2010,1,JEEP,Black,TOYOTA,Lagos,Lagos,Car Classic,0,
ID_T4NKILF,1/2/2010,1/1/2011,Male,40,1/2/2010,1,Saloon,Black,Kia,Lagos Island,Lagos,Car Classic,0,
ID_T4QYG4T,7/25/2010,7/24/2011,Male,33,7/25/2010,1,Saloon,Grey,TOYOTA,Surulere,Lagos,Car Classic,0,
ID_T4Y1DG5,12/9/2010,12/8/2011,Male,45,12/9/2010,1,Saloon,Silver,TOYOTA,Ketu,Lagos,Car Classic,0,
ID_T4YCSYC,2/12/2010,2/11/2011,Male,48,2/12/2010,2,Saloon,Black,Kia,Tai ,Benue,Car Classic,0,
ID_T54UNFF,9/7/2010,6/18/2011,Female,35,9/7/2010,1,Saloon,Black,Honda,Shomolu,Benue,Car Classic,0,
ID_T702AYQ,7/10/2010,7/9/2011,Male,46,7/10/2010,1,Saloon,Black,TOYOTA,Ijebu Ode,Ijebu-Ode,Car Classic,0,
ID_T7WFXSQ,9/5/2010,9/4/2011,Female,40,9/5/2010,2,JEEP,Grey,TOYOTA,Alimosho,Lagos,Car Classic,0,
ID_T8EES8H,10/13/2010,10/12/2011,Male,50,10/13/2010,3,Saloon,White,Honda,Surulere,Lagos,Customized Motor,0,
ID_T8JLU1U,10/31/2010,10/30/2011,Male,44,10/31/2010,1,JEEP,Black,TOYOTA,Victoria Island,Lagos,Car Classic,0,
ID_T8W6QR9,9/13/2010,9/12/2011,Male,42,9/13/2010,2,JEEP,Silver,TOYOTA,Lagos Island,Lagos,Car Classic,0,
ID_T9AK6E3,12/27/2010,12/26/2011,Male,41,12/27/2010,1,JEEP,Green,Kia,Lagos Island,Lagos,Car Classic,0,
ID_TA8EX74,10/30/2010,10/29/2011,Male,38,10/30/2010,1,Saloon,Black,TOYOTA,Port-Harcourt,Port-Harcourt,Car Classic,0,
ID_TAFUE6Y,10/15/2010,10/14/2011,Female,35,10/15/2010,1,Saloon,Grey,TOYOTA,Lagos Mainland,Lagos,Car Classic,0,
ID_TAPCAHZ,9/4/2010,9/2/2011,Male,20,9/4/2010,1,JEEP,White,Lexus,Ikoyi,Lagos,Car Classic,0,
ID_TBLKGPI,10/4/2010,4/3/2011,Male,43,10/4/2010,1,Saloon,Blue,TOYOTA,Ifo,Benue,Car Classic,0,
ID_TD2E140,5/28/2010,5/7/2011,Male,30,5/28/2010,1,Saloon,Blue,TOYOTA,Lekki,Lagos,Car Classic,1,
ID_TD48NN3,3/25/2010,3/24/2011,Female,36,3/25/2010,1,Saloon,White,Hyundai,Lekki,Lagos,Car Classic,0,
ID_TDNAVGZ,2/12/2010,2/11/2011,Female,120,2/12/2010,1,Saloon,Grey,Mercedes,Victoria Island,Lagos,Car Classic,0,
ID_TDSPD94,4/23/2010,4/22/2011,Male,41,4/23/2010,1,JEEP,Green,Mercedes,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0,
ID_TDXKO8Q,4/24/2010,2/12/2011,Male,42,4/24/2010,1,Saloon,Red,TOYOTA,Ikorodu,Lagos,Car Classic,0,
ID_TE3XTLR,3/12/2010,3/11/2011,Male,36,3/12/2010,1,Saloon,Silver,TOYOTA,Calabar,Cross-River,Car Classic,1,
ID_TE8TOT6,4/15/2010,4/14/2011,Male,120,4/15/2010,1,Saloon,As Attached,Mercedes,Victoria Island,Lagos,Car Plus,0,
ID_TF6TF44,10/24/2010,10/23/2011,Male,48,10/24/2010,2,Saloon,Gold,TOYOTA,Surulere,Lagos,Car Classic,1,
ID_TFFFVQR,6/20/2010,6/19/2011,Male,53,6/20/2010,3,Pick Up,Black,TOYOTA,Lagos Island,Lagos,CVTP,0,
ID_TGO4TM2,6/14/2010,6/13/2011,Female,20,6/14/2010,1,Saloon,Silver,TOYOTA,Ikeja,Lagos,Car Classic,0,
ID_TH9H7V0,6/25/2010,6/24/2011,Male,39,6/25/2010,3,Saloon,Red,TOYOTA,Port Harcourt,Rivers,Car Classic,0,
ID_THBA3E2,4/12/2010,4/11/2011,Female,31,4/12/2010,1,JEEP,Black,Honda,Lekki,Lagos,Car Classic,0,
ID_THLLCYN,4/29/2010,4/28/2011,Joint Gender,41,4/29/2010,1,JEEP,Grey,Volvo,AREPO,Benue,Car Classic,0,
ID_THM9GMJ,2/4/2010,1/31/2011,Joint Gender,36,2/4/2010,1,Saloon,Blue,TOYOTA,Ipaja,Lagos,Car Classic,1,
ID_TI6OJW6,9/23/2010,9/22/2011,Female,64,9/23/2010,1,JEEP,As Attached,TOYOTA,Benin,Edo,Car Plus,0,
ID_TJRCSW2,10/30/2010,10/29/2011,Female,42,10/30/2010,2,JEEP,Black,Nissan,Eti-Osa,Eti-Osa,Car Classic,0,
ID_TKVH9U9,11/7/2010,5/2/2011,Male,44,11/7/2010,1,Saloon,Grey,TOYOTA,ALAPERE,Benue,Car Classic,0,
ID_TKWB0G5,2/18/2010,2/17/2011,Male,49,2/18/2010,1,Saloon,Black,TOYOTA,Alimosho,Lagos,Car Classic,0,
ID_TL4H7Z4,8/21/2010,8/20/2011,Male,47,8/21/2010,5,Saloon,Red,Honda,Ikeja,Lagos,Car Classic,0,
ID_TLAI67U,2/19/2010,2/18/2011,Male,33,2/19/2010,1,Saloon,Silver,TOYOTA,Ikotun,Benue,Car Classic,0,
ID_TLPW73Y,9/16/2010,9/15/2011,Male,40,9/16/2010,1,Saloon,Black,Hyundai,Victoria Island,Lagos,Car Classic,0,
ID_TMBNONB,3/27/2010,3/26/2011,Male,35,3/27/2010,1,Saloon,Silver,TOYOTA,Surulere,Lagos,Car Classic,0,
ID_TMOTYDU,6/13/2010,6/12/2011,Female,48,6/13/2010,1,JEEP,Black,TOYOTA,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0,
ID_TMUAPRI,3/22/2010,3/21/2011,Male,30,3/22/2010,2,Motorcycle,Black & Orange,Honda,MAGODO,Benue,Motor Cycle,0,
ID_TNLCJGP,8/7/2010,8/6/2011,Male,52,8/7/2010,3,Bus,As Attached,TOYOTA,Apapa,Lagos,CVTP,0,
ID_TOCM99G,1/9/2010,1/8/2011,Male,57,1/9/2010,2,Truck,Cream,Mercedes,Victoria Island,Lagos,CVTP,0,
ID_TOD3CYR,4/14/2010,4/13/2011,Male,39,4/14/2010,3,JEEP,Grey,TOYOTA,Lagos Island,Lagos,Car Classic,0,
ID_TPRMM1F,2/14/2010,2/13/2011,Male,51,2/14/2010,1,Saloon,Grey,TOYOTA,Maryland,Lagos,Car Classic,0,
ID_TQRLSLU,10/13/2010,8/31/2011,Female,43,10/13/2010,1,Saloon,White,Honda,Victoria Island,Lagos,Customized Motor,0,
ID_TQZEP6A,3/26/2010,3/25/2011,Male,52,3/26/2010,1,Saloon,Silver,TOYOTA,ISHERI,Benue,Car Classic,1,
ID_TR5PSVY,4/17/2010,4/16/2011,Male,62,4/17/2010,3,Saloon,As Attached,TOYOTA,Abuja Municipal,Abuja-Municipal,Car Classic,0,
ID_TRC9CEW,4/8/2010,4/7/2011,Male,56,4/8/2010,2,JEEP,Blue,TOYOTA,Obia/Akpor,Obia-Akpor,Car Classic,0,
ID_TRJFLQ2,6/6/2010,6/5/2011,Male,41,6/6/2010,1,Truck,Blue,Mack,Victoria Island,Lagos,CVTP,0,
ID_TRN2MJZ,2/19/2010,2/18/2011,Male,36,2/19/2010,1,Saloon,Grey,TOYOTA,Dopemu,Lagos,Car Plus,0,
ID_TRYZQJV,7/30/2010,7/29/2011,Female,44,7/30/2010,1,JEEP,Silver,Honda,Victoria Island,Lagos,Car Classic,0,
ID_TS516XU,4/20/2010,4/19/2011,Male,28,4/20/2010,2,Saloon,Black,TOYOTA,IBADAN NORTH EAST,Oyo,Car Classic,0,
ID_TS7806Y,3/27/2010,3/26/2011,Male,42,3/27/2010,1,Saloon,Gold,TOYOTA,OWODE,Benue,Car Classic,0,
ID_TSY729X,6/24/2010,6/23/2011,Female,32,6/24/2010,1,Saloon,Blue,TOYOTA,GBAGADA,Benue,Car Classic,1,
ID_TSYKR43,10/31/2010,10/30/2011,Male,43,10/31/2010,2,Saloon,Silver,Honda,Abuja Municipal,Abuja-Municipal,Car Classic,0,
ID_TT48QM8,7/26/2010,7/25/2011,Male,51,7/26/2010,2,Saloon,Black,TOYOTA,Victoria Island,Lagos,Car Classic,0,
ID_TT7LNYI,2/26/2010,2/25/2011,Female,62,2/26/2010,2,JEEP,Black,Kia,Biase,Benue,Car Classic,0,
ID_TUQDMZ4,5/25/2010,5/24/2011,Female,61,5/25/2010,1,Saloon,Grey,TOYOTA,Lagos Mainland,Lagos,Car Classic,0,
ID_TWI1FZO,1/11/2010,1/11/2011,Female,34,1/11/2010,1,JEEP,Black,Lexus,Victoria Island,Lagos,Car Classic,0,
ID_TWKBMJS,5/6/2010,4/30/2011,Male,51,5/6/2010,1,JEEP,Silver,TOYOTA,Eti-Osa,Eti-Osa,Car Classic,0,
ID_TXAOJZW,4/18/2010,4/17/2011,Female,73,4/18/2010,2,Saloon,Black,TOYOTA,Onitsha North,Onitsha-North,Car Classic,0,
ID_TXHXWYO,6/14/2010,6/13/2011,Male,45,6/14/2010,3,Saloon,Black,TOYOTA,Abuja Municipal,Abuja-Municipal,Car Classic,0,
ID_TXMBW7H,10/30/2010,10/29/2011,Male,47,10/30/2010,2,Saloon,Black,Lexus,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0,
ID_TYFM7WF,1/17/2010,1/16/2011,Male,37,1/17/2010,1,Saloon,Gold,Honda,Shomolu,Benue,Car Classic,0,
ID_TZXGX0D,5/27/2010,5/26/2011,Female,12,5/27/2010,3,Pick Up,White,TOYOTA,Lekki,Lagos,CVTP,0,
ID_TZZX9T4,1/31/2010,1/30/2011,Female,33,1/31/2010,1,Saloon,Silver,TOYOTA,Ikeja,Lagos,Car Classic,0,
ID_U04117M,6/18/2010,6/17/2011,Male,45,6/18/2010,1,JEEP,Silver,TOYOTA,Victoria Island,Lagos,Car Classic,0,
ID_U05UVHI,3/15/2010,3/13/2011,Female,32,3/15/2010,1,Saloon,Black,TOYOTA,Abuja Municipal,Abuja-Municipal,Car Classic,1,
ID_U0DY5MZ,5/26/2010,5/25/2011,Male,55,5/26/2010,3,JEEP,Black,Lexus,Victoria Island,Lagos,Customized Motor,0,
ID_U111IZB,3/15/2010,3/14/2011,Male,78,3/15/2010,1,JEEP,Silver,Land Rover,Ikeja,Lagos,Car Classic,0,
ID_U24POC6,6/17/2010,6/16/2011,Male,39,6/17/2010,1,Truck,Yellow & White,Iveco,Victoria Island,Lagos,CVTP,0,
ID_U3APOWW,12/20/2010,5/12/2011,Male,42,12/20/2010,1,JEEP,Blue,ACURA,Ikorodu,Lagos,Car Classic,1,
ID_U3IPMM6,1/23/2010,1/22/2011,Male,60,1/23/2010,2,JEEP,Black,Kia,Warri,Delta,Car Classic,0,
ID_U46A9RT,11/1/2010,10/31/2011,Male,37,11/1/2010,1,Saloon,Black,Honda,Alagbado,Lagos,Car Plus,1,
ID_U48VEHR,3/1/2010,2/28/2011,Male,34,3/1/2010,3,Saloon,Black,TOYOTA,Victoria Island,Lagos,Car Classic,1,
ID_U4FNLKF,12/4/2010,2/6/2011,Male,38,12/4/2010,1,Saloon,Silver,Lexus,Eti-Osa,Eti-Osa,Car Classic,0,
ID_U53V7D7,12/20/2010,12/5/2011,Male,39,12/20/2010,1,Saloon,Silver,TOYOTA,Eti-Osa,Eti-Osa,Car Classic,0,
ID_U6SNW0W,11/23/2010,5/31/2011,Male,37,11/23/2010,2,Saloon,Grey,TOYOTA,Lagos Mainland,Lagos,Car Classic,0,
ID_U7W3D68,3/1/2010,8/29/2011,Female,43,3/1/2010,1,Saloon,White,TOYOTA,Ikeja,Lagos,Car Classic,0,
ID_U7XW37Y,3/18/2010,3/17/2011,Male,51,3/18/2010,2,JEEP,Black,TOYOTA,Lagos Island,Lagos,Car Classic,0,
ID_U7ZE564,8/8/2010,4/29/2011,Entity,20,8/8/2010,2,Truck,As Attached,DAF,Lagos,Lagos,CVTP,1,
ID_U83QIP0,5/22/2010,5/21/2011,Female,48,5/22/2010,1,JEEP,Gold,TOYOTA,Ibeju/Lekki,Ibeju-Lekki,Car Classic,1,
ID_U8HXSM2,5/17/2010,5/16/2011,Male,40,5/17/2010,2,JEEP,Beige Mitalic,Volkswagen,Lagos Island,Lagos,Car Classic,0,
ID_U8M72KB,6/6/2010,6/5/2011,Male,31,6/6/2010,1,Saloon,Green,Ford,Kosofe,Benue,Car Classic,0,
ID_U8UUWM9,4/16/2010,4/15/2011,Female,32,4/16/2010,1,JEEP,Black,TOYOTA,Warri,Delta,Car Classic,0,
ID_U95VY0S,4/4/2010,4/3/2011,Male,35,4/4/2010,1,Saloon,Green,TOYOTA,Surulere,Lagos,Car Classic,0,
ID_U9QTMJM,8/26/2010,8/25/2011,Male,39,8/26/2010,3,Saloon,Black,TOYOTA,Abuja Municipal,Abuja-Municipal,Car Classic,1,
ID_U9SNAHL,4/18/2010,4/17/2011,Female,78,4/18/2010,1,JEEP,Blue,TOYOTA,Victoria Island,Lagos,Car Classic,0,
ID_UAGR2PM,4/26/2010,4/6/2011,Female,71,4/26/2010,1,Saloon,Red,TOYOTA,ENUGU EAST,ENUGU-EAST,Car Classic,0,
ID_UAH04FU,8/30/2010,2/28/2011,Male,47,8/30/2010,3,Saloon,As Attached,Hyundai,Eti-Osa,Eti-Osa,Customized Motor,0,
ID_UBHJKB9,7/22/2010,7/21/2011,Male,34,7/22/2010,1,Saloon,Grey,BMW,Victoria Island,Lagos,Car Classic,0,
ID_UDMHFV1,11/22/2010,11/21/2011,Entity,60,11/22/2010,2,Saloon,Silver,TOYOTA,Ikeja,Lagos,Car Classic,0,
ID_UDPTVIZ,11/1/2010,2/2/2011,Male,44,11/1/2010,3,Saloon,Black,TOYOTA,Agege,Lagos,Car Classic,0,
ID_UDQKP5M,10/30/2010,4/20/2011,Male,39,10/30/2010,2,Saloon,Silver,TOYOTA,Alimosho,Lagos,Car Classic,0,
ID_UDSNQWG,1/22/2010,1/21/2011,Male,41,1/22/2010,1,Saloon,Silver,TOYOTA,Surulere,Lagos,Car Classic,0,
ID_UFIRTLO,6/14/2010,6/12/2011,Female,44,6/14/2010,1,JEEP,Black,TOYOTA,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0,
ID_UFZHQYN,4/18/2010,4/17/2011,Male,37,4/18/2010,1,Saloon,Black,TOYOTA,Warri South,Warri-South,Car Classic,0,
ID_UH5L5H7,11/8/2010,2/6/2011,Male,38,11/8/2010,1,Saloon,Silver,Lexus,Eti-Osa,Eti-Osa,Car Classic,0,
ID_UHN3QIU,5/13/2010,5/12/2011,Female,53,5/13/2010,1,Mini Bus,As Attached,TOYOTA,Ikeja,Lagos,Car Classic,0,
ID_UHUOV7C,5/18/2010,4/26/2011,Female,43,5/18/2010,2,JEEP,As Attached,Lexus,Eti-Osa,Eti-Osa,Car Classic,0,
ID_UI9YEMS,6/6/2010,6/5/2011,Male,42,6/6/2010,1,Saloon,Red,TOYOTA,Lekki,Lagos,Car Classic,0,
ID_UIFW4KY,10/31/2010,10/30/2011,Female,63,10/31/2010,1,Saloon,White,Kia,Ifako-Ijaye ,Ifako-Ijaye,Car Classic,0,
ID_UJDI1IR,7/22/2010,7/21/2011,Female,45,7/22/2010,2,JEEP,Black,Mercedes,Lagos Island,Lagos,Car Classic,0,
ID_UJFZ60M,2/4/2010,2/3/2011,Female,25,2/4/2010,1,Saloon,Grey,TOYOTA,Ajah,Lagos,Car Classic,0,
ID_UJR28IG,10/17/2010,4/16/2011,Female,50,10/17/2010,1,JEEP,Black,Honda,Ikeja,Lagos,Car Classic,0,
ID_UKAV9LU,10/21/2010,1/31/2011,Male,55,10/21/2010,3,JEEP,Black,Lexus,Victoria Island,Lagos,Car Classic,0,
ID_UKFC9NH,3/4/2010,3/3/2011,Male,45,3/4/2010,1,JEEP,Gold,Land Rover,Lagos Island,Lagos,Car Classic,0,
ID_UL4XDG0,5/7/2010,5/6/2011,Male,52,5/7/2010,1,Saloon,Black,TOYOTA,Ikeja,Lagos,Car Classic,0,
ID_UL5CO5V,11/15/2010,11/14/2011,Male,35,11/15/2010,1,Saloon,White,Honda,OGBA,Benue,Car Classic,1,
ID_ULBY4HR,5/28/2010,5/7/2011,Male,30,5/28/2010,1,Saloon,Blue,TOYOTA,Lekki,Lagos,Car Classic,0,
ID_ULWS8VL,4/13/2003,4/12/2011,Male,41,4/13/2003,2,Saloon,Black,TOYOTA,Ikeja,Lagos,Car Vintage,0,
ID_UM9LWDC,7/22/2010,1/21/2011,Female,45,7/22/2010,2,JEEP,Black,Lexus,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0,
ID_UN9TRRB,5/20/2010,5/19/2011,Female,38,5/20/2010,2,Saloon,Black,Honda,Akure South,Ondo,Car Classic,0,
ID_UO1VXFW,7/11/2010,7/10/2011,Male,41,7/11/2010,1,Saloon,Grey,TOYOTA,OGBA,Lagos,Car Classic,0,
ID_UOC2QXO,2/18/2010,2/17/2011,Male,49,2/18/2010,1,JEEP,Black,TOYOTA,Lekki,Lagos,Car Classic,0,
ID_UOHE4WM,2/27/2010,2/26/2011,Male,40,2/27/2010,1,Saloon,White,ACURA,Abuja,Abuja,Car Classic,0,
ID_UOPNETN,9/12/2010,9/11/2011,Male,52,9/12/2010,3,Saloon,Black,Skoda,Victoria Island,Lagos,Car Classic,0,
ID_UOQE1WE,2/21/2010,2/20/2011,Male,46,2/21/2010,1,Mini Bus,Ash,TOYOTA,Ikeja,Lagos,Car Classic,0,
ID_UPO6IRJ,7/29/2010,3/25/2011,Male,53,7/29/2010,1,JEEP,Wine,Honda,Lagos Mainland,Lagos,Car Classic,0,
ID_UPY89GQ,3/7/2010,3/6/2011,Male,44,3/7/2010,1,Saloon,Wine,TOYOTA,Ikeja,Lagos,Car Classic,1,
ID_UQU9BU7,6/21/2010,6/20/2011,Female,56,6/21/2010,1,JEEP,Grey,Mercedes,Ikoyi,Lagos,Car Classic,0,
ID_UQUWYVI,9/12/2010,9/11/2011,Male,44,9/12/2010,1,Saloon,As Attached,TOYOTA,GBAGADA,Benue,Car Classic,0,
ID_UR3VUI0,2/12/2010,2/11/2011,NOT STATED,62,2/12/2010,1,Saloon,Silver,TOYOTA,Anthony Village,Lagos,Car Classic,0,
ID_URABBLH,10/28/2010,10/27/2011,Female,38,10/28/2010,2,JEEP,As Attached,TOYOTA,Eti-Osa,Eti-Osa,Car Classic,1,
ID_URFXOWH,4/24/2010,4/23/2011,Female,38,4/24/2010,1,JEEP,Wine,Lexus,Victoria Island,Lagos,Car Classic,0,
ID_US3YKOC,8/7/2010,8/6/2011,Female,71,8/7/2010,1,Saloon,Red,TOYOTA,Agege,Lagos,Car Classic,0,
ID_US4GR1B,7/24/2010,7/23/2011,Female,120,7/24/2010,1,JEEP,Brown,Lexus,Ikeja,Lagos,Customized Motor,0,
ID_UUCSX5M,12/17/2010,12/16/2011,Joint Gender,43,12/17/2010,1,Saloon,Green,TOYOTA,Lagos Island,Lagos,Car Classic,0,
ID_UULXUSM,4/25/2010,4/24/2011,Male,63,4/25/2010,1,Saloon,Grey,TOYOTA,Lekki,Lagos,Car Classic,0,
ID_UVT18BV,5/17/2010,4/27/2011,Entity,42,5/17/2010,1,Truck,White,Iveco,Victoria Island,Lagos,CVTP,0,
ID_UX2WH5Z,3/12/2010,3/11/2011,Joint Gender,20,3/12/2010,2,Saloon,Black,Kia,Lagos,Lagos,Customized Motor,0,
ID_UX7BZ3F,11/15/2010,5/14/2011,Male,36,11/15/2010,1,Saloon,Black,TOYOTA,Shomolu,Benue,Car Classic,0,
ID_UYCNJ2R,6/28/2010,6/27/2011,Entity,8,6/28/2010,2,Saloon,Black,Hyundai,Lagos Island,Lagos,Car Classic,0,
ID_UYE9TVR,3/14/2010,3/13/2011,Male,46,3/14/2010,1,JEEP,Black,Mercedes,Shomolu,Benue,Car Classic,1,
ID_UZ8A3OZ,1/7/2010,1/6/2011,Male,34,1/7/2010,1,Saloon,Silver,TOYOTA,ABULE EGBA,ABULE-EGBA,Car Classic,0,
ID_UZL2W2W,11/14/2010,2/13/2011,Male,35,11/14/2010,1,Saloon,As Attached,TOYOTA,Apapa,Lagos,Car Classic,0,
ID_UZXHTCZ,3/4/2010,3/1/2011,Male,37,3/4/2010,2,Saloon,Blue,TOYOTA,Maryland,Lagos,Car Classic,1,
ID_V01J0YE,10/30/2010,9/25/2011,Male,48,10/30/2010,2,Saloon,Black,Lexus,Kaduna South,Kaduna-South,Car Classic,0,
ID_V0FDLIS,11/28/2010,5/28/2011,Female,31,11/28/2010,1,Saloon,Black,TOYOTA,Abuja Municipal,Abuja-Municipal,Car Classic,0,
ID_V0JOW76,11/4/2010,11/3/2011,Female,57,11/4/2010,1,Saloon,Red,Nissan,Surulere,Lagos,Car Classic,1,
ID_V0NFF8Z,8/8/2010,8/7/2011,Male,54,8/8/2010,1,Saloon,Gold,TOYOTA,ABULE EGBA,ABULE-EGBA,Car Classic,0,
ID_V0YHJ0F,4/12/2010,4/11/2011,Male,46,4/12/2010,1,JEEP,Black,Mercedes,Ikeja,Lagos,Car Classic,0,
ID_V1BFBFZ,3/5/2010,3/4/2011,Male,66,3/5/2010,2,JEEP,Black,Range Rover,Abeokuta,Ogun,Car Classic,0,
ID_V1O1MH7,4/10/2010,4/9/2011,Male,34,4/10/2010,1,Saloon,As Attached,Kia,Oshodi-Isolo,Oshodi-Isolo,Car Classic,0,
ID_V1T343M,1/21/2010,1/20/2011,Female,77,1/21/2010,2,Saloon,As Attached,Hyundai,Ilorin East,Ilorin-East,CarSafe,0,
ID_V1V5RM3,9/3/2010,9/2/2011,Male,45,9/3/2010,2,JEEP,Black,Mercedes,Eti-Osa,Eti-Osa,Customized Motor,0,
ID_V1WOZO4,5/10/2010,5/9/2011,Male,44,5/10/2010,1,Truck,Black,TOYOTA,Lagos Mainland,Lagos,Car Classic,0,
ID_V2YCDO9,12/24/2010,6/23/2011,Female,35,12/24/2010,1,Saloon,Black,Honda,Lagos,Lagos,Car Classic,0,
ID_V31BR50,3/25/2010,3/23/2011,Male,41,3/25/2010,1,Saloon,Ash,Mercedes,Abuja Municipal,Abuja-Municipal,Car Classic,1,
ID_V39F1P0,2/20/2010,2/19/2011,Male,28,2/20/2010,1,Saloon,Black,TOYOTA,Isolo,Benue,Car Classic,1,
ID_V40D29J,8/30/2010,8/29/2011,Female,66,8/30/2010,3,JEEP,Red,TOYOTA,Ikeja,Lagos,Car Classic,0,
ID_V41DC5K,7/18/2010,2/14/2011,Female,36,7/18/2010,1,JEEP,Blue,Mercedes,Ikeja,Lagos,Car Classic,0,
ID_V42O8FJ,12/5/2010,12/31/2010,Female,48,12/5/2010,2,JEEP,Black,Mercedes,Victoria Island,Lagos,Customized Motor,0,
ID_V5514NJ,3/2/2010,3/1/2011,Female,44,3/2/2010,1,JEEP,Blue,Lexus,Amuwo-Odofin,Amuwo-Odofin,Car Classic,0,
ID_V5FJZNC,10/14/2010,10/13/2011,Male,32,10/14/2010,1,Saloon,Grey,Honda,Oshodi-Isolo,Oshodi-Isolo,Car Classic,1,
ID_V70XOYL,2/8/2010,2/7/2011,Male,42,2/8/2010,1,Saloon,Black,TOYOTA,Ifako-Ijaye ,Ifako-Ijaye,Car Plus,1,
ID_V7BJW15,2/20/2010,2/16/2011,Female,64,2/20/2010,1,Saloon,Black,TOYOTA,Ikeja,Lagos,Car Classic,1,
ID_V7E8C71,4/24/2010,2/12/2011,Male,42,4/24/2010,1,Saloon,Red,TOYOTA,Ikorodu,Lagos,Car Classic,1,
ID_V80GM8G,7/4/2010,4/18/2011,Male,48,7/4/2010,1,Saloon,Black,Peugeot,Agege,Lagos,Car Plus,0,
ID_V9BHV9W,7/15/2010,7/14/2011,Male,58,7/15/2010,1,JEEP,Black,TOYOTA,Ibadan South East,Ibadan-East,Customized Motor,0,
ID_V9F0LJQ,10/5/2010,10/4/2011,Female,85,10/5/2010,2,JEEP,Black,Honda,Surulere,Lagos,Car Classic,0,
ID_V9RPPTM,4/12/2010,3/24/2011,Male,69,4/12/2010,1,JEEP,Black,Mercedes,Ibadan South West,Ibadan-West,Car Classic,0,
ID_VA9EFNS,1/9/2010,1/8/2011,Male,37,1/9/2010,1,Saloon,Black,Mercedes,Bida,Niger-State,Car Classic,1,
ID_VB04EXV,1/31/2010,1/30/2011,Female,44,1/31/2010,1,Saloon,Black,TOYOTA,Surulere,Lagos,Car Plus,0,
ID_VBNC9BL,2/26/2010,2/25/2011,Male,36,2/26/2010,1,Saloon,Black,TOYOTA,Benin,Edo,Car Classic,0,
ID_VBQLOVY,8/21/2010,8/20/2011,Female,48,8/21/2010,2,JEEP,As Attached,Hyundai,Victoria Island,Lagos,Car Classic,0,
ID_VBROIZU,4/18/2010,4/17/2011,Male,59,4/18/2010,3,JEEP,Green,Chrysler,Victoria Island,Lagos,Car Classic,0,
ID_VC8CHYE,2/7/2010,2/6/2011,Male,46,2/7/2010,3,JEEP,Green,Ford,Lagos,Lagos,Car Classic,0,
ID_VCGX7PJ,11/14/2010,11/10/2011,Male,45,11/14/2010,2,Saloon,Red,TOYOTA,Ebute-Metta,Lagos,Car Classic,0,
ID_VCI8HS9,1/4/2010,1/3/2011,Female,27,1/4/2010,1,Saloon,Silver,TOYOTA,OJOTA,Benue,Car Classic,1,
ID_VD489UY,12/19/2010,12/18/2011,Male,47,12/19/2010,2,JEEP,Gold,Honda,Ifako-Ijaye ,Ifako-Ijaye,Car Classic,0,
